事態の打開へ、厚生労働省もメーカーに供給増などの対応を取るよう要請を始めた。	<政府活動>,<日本>,<法整備・規制>
深刻さを増す日本の科学研究力低下に対応し、政府は10兆円規模の大学ファンドを設けて大学の研究支援に踏み切る。	<政府活動>,<日本>,<税制・予算>
日本政府は4月、30年度に温暖化ガス排出を13年度比46%減らす目標を打ち出した。	<政府活動>,<日本>,<目標・計画・指針>
総額2兆円におよぶ政府の「グリーンイノベーション基金事業」の一環として、東芝や積水化学工業、東京大学などによる計6件の研究テーマを支援する。	
経済産業省が28日発表した11月の鉱工業生産指数では自動車工業の国内生産が前月比43.1%上昇となり、7月の水準まで回復した。	<政府活動>,<日本>,<指数・統計>
観光庁は同日、2社を「Go To」再開時に参加停止にすると発表。	<政府活動>,<日本>,<法整備・規制>
中国政府が12月初めに国連宇宙空間平和利用委員会に提出した書面をもとに、ロイター通信が最初に報じた。	<企業活動背景>,<中国>,<法整備・規制>,<施行>
国土交通省はすでに1年延長を認めている北海道エアポートの空港運営事業期間をさらに1年延長し、32年間とすると発表した。	<政府活動>,<日本>,<その他>
デジタル庁は2025年度末までに政府共通の「ガバメントクラウド」を整備し、自治体の税や住民基本台帳などの業務基幹システムを移す方針だ。	<政府活動>,<日本>,<目標・計画・指針>
各国政府がガソリン車販売への規制を強めるなか、電気自動車の普及が加速している。	<企業活動背景>,<日本>,<法整備・規制>
政府は27日、原燃料費や人件費の上昇を踏まえ、下請けなど中小企業が価格転嫁しやすくする対策をまとめた。	<政府活動>,<日本>,<法整備・規制>,<検討>
企業の経理のデジタル化を巡り、国税庁は電子データで受け取った請求書などの電子保存義務を2年間猶予する際に企業からの事前申請を不要にする方針だ。	<政府活動>,<日本>,<法整備・規制>
中国政府は27日、2022年に外資系自動車メーカーの乗用車分野の出資規制を撤廃すると発表した。	<政府活動>,<中国>,<法整備・規制>,<廃止>
中国の経済政策をかじ取りする国家発展改革委員会と商務省が同日発表した、外資企業の参入を制限する分野を定めた「ネガティブリスト」から乗用車を外した。	<政府活動>,<日本>,<法整備・規制>
農林水産省が24日発表した2020年の農業産出額で茨城県は前年比3%増の4411億円と都道府県別で4年連続の3位だった。	<政府活動>,<日本>,<指数・統計>
政府が24日閣議決定した2022年度予算案によると、北海道開発予算は21年度当初予算比で微減の5702億円だった。	<政府活動>,<日本>,<税制・予算>
政府は24日、2022年度予算案を閣議決定した。	<政府活動>,<日本>,<税制・予算>,<施行>
経済産業省と国土交通省は24日、秋田県沖と千葉県沖の3つの海域で洋上風力発電を担う事業者の公募結果を発表した。	<政府活動>,<日本>,<補助金・交付金>
政府は40年にすべての小型トラックを電動車にする方針だ。	<政府活動>,<日本>,<目標・計画・指針>
米製薬大手メルクが開発する新型コロナウイルスの飲み薬「モルヌピラビル」について、厚生労働省の専門部会は24日午後、承認の可否を審議する。	<政府活動>,<米国>,<法整備・規制>,<検討>
既に英国と米国では使用が認められており、日本政府は約160万回分の供給契約を結んでいる。	<政府活動>,<日本>,<その他>
政府は人権侵害に使われる恐れがある先端の監視技術について米欧などと連携し、輸出規制を検討する。	<政府活動>,<日本>,<法整備・規制>,<検討>
中国政府は23日、国有のレアアース専業会社を設立したと発表した。	<政府活動>,<中国>,<その他>
金融庁は23日、監査法人が上場会社の会計監査を担うための法的効力を持つ登録制度を導入する方針を固めた。	<政府活動>,<日本>,<法整備・規制>,<施行>
経済産業省は23日、2022年1~3月期の国内粗鋼生産量が前年同期比1.9%増の2415万トンになるとの見通しを発表した。	<政府活動>,<日本>,<指数・統計>
地方を中心に、官公庁の工事が大幅に伸びた。	
官公庁受注は25.4%増の2704億円で、8月以来3カ月ぶりに増えた。	<政府活動>,<日本>,<指数・統計>
厚生労働省の専門部会が継続審議としたことは、認知症が複雑な病で治療に道筋をつけることが非常に困難なことを示している。	<企業活動背景>,<日本>,<法整備・規制>,<検討>
地政学リスクなどの影響を受けない独自のサプライチェーン構築を狙う中国政府の後押しを受け、台湾勢が目立ってきたアップルのサプライチェーンで中国勢の勢いが増しそうだ。	
資源エネルギー庁は22日、レギュラーガソリンの店頭価格が1リットル165.1円と前週比0.8円安くなったと発表した。	<政府活動>,<日本>,<指数・統計>
厚生労働省の専門部会は22日、エーザイと米バイオジェンが共同開発した認知症の新薬「アデュヘルム」の承認判断について審議を継続する方針を示した。	<政府活動>,<米国>,<法整備・規制>,<検討>
厚生労働省からの承認が下り、2回目接種から8カ月後の3月中旬の開始に向けて準備を始めた。	
さらに政府の統計が運び手の変化に対応できず、計上されない「隠れ宅配」が数億個単位で膨らんでいる。	
エーザイと米バイオジェンが共同で開発したアルツハイマー病新薬「アデュヘルム」について、厚生労働省の専門部会は22日午後4時から承認の可否を審議する。	<政府活動>,<米国>,<法整備・規制>,<検討>
症状の進行を抑える画期的な新薬との期待が高い一方で、承認の判断は米欧で分かれており、厚労省の判断が注目される。	
政府は酒類の安売り規制を強化する。	<政府活動>,<日本>,<法整備・規制>
英国政府は環境対策「グリーン産業革命」の中でEVへのシフトを柱の1つにしている。	<政府活動>,<英国>,<その他>
--政府は3回目接種までの期間を短縮する方針です。	<政府活動>,<日本>,<目標・計画・指針>
タイ政府は、23日に予定していた首都バンコクの鉄道ターミナル駅の機能移転について延期を決めた。	<政府活動>,<タイ>,<目標・計画・指針>
経済への影響を懸念する政府は国際線の定期便を再開させたい考えだが、医療体制が脆弱なため、難しい判断を迫られている。	<企業活動背景>,<日本>,<その他>
静岡ガスは国内で培った省エネ技術をIRMエナジーに提供し、産業用天然ガス需要を開拓する。	
新拠点は政府のデジタルトランスフォーメーションやプライバシーを守る技術など、従来の専門分野を超えた横断的なテーマを研究する。	
消費者庁は2022年にインターネットのサイト形式で商品を紹介する「アフィリエイト広告」について指針を策定する方針だ。	<政府活動>,<日本>,<目標・計画・指針>
世界的な脱炭素の流れを意識し、60年までに二酸化炭素排出量の実質ゼロを目標に掲げる中国政府の方針に対応する。	<企業活動背景>,<中国>,<目標・計画・指針>
議長役を務める欧州連合欧州対外活動庁のモラ事務局次長は協議後、記者団に「私たちにはあまり時間がなく、明らかに緊急性を感じている」と述べた。	<政府活動>,<欧州>,<その他>
農林水産省が示す需給の見通しや産地の意向をもとに設定した。	<企業活動背景>,<日本>,<目標・計画・指針>
農林水産省が17日発表した2021年産米の11月分の相対取引価格は1俵あたりの全銘柄平均で1万3024円と、前年同月に比べ13%下がった。	<政府活動>,<日本>,<指数・統計>
エーザイと米バイオジェンは17日、共同開発したアルツハイマー病新薬「アデュヘルム」について、欧州連合での新薬認可を判断する欧州医薬品庁の評価委員会が販売承認しないと勧告したと発表した。	<政府活動>,<米国>,<法整備・規制>
政府も2030年までに大学の9割でオンライン教育が可能になるといった環境を整備する方針を打ち出した。	<政府活動>,<日本>,<目標・計画・指針>
世界的にエネルギー価格の高騰が続き、タイでトラック輸送業界と政府の確執が深まっている。	
日本政府は既に1億5000万回分の供給を受ける契約を結んでいる。	<政府活動>,<日本>,<その他>
取締役と執行役が行政庁の幹部職員と接触した場合には概要を記録に残すことなどを盛り込んだ。	
英政府は15日、電気自動車の購入補助金を下げると発表した。	<政府活動>,<英国>,<補助金・交付金>
経済産業省は15日、太陽光と風力による発電を抑える出力制御が2022年度に北海道、東北、四国、九州、沖縄の5地域で発生するとの試算をまとめた。	<政府活動>,<日本>,<その他>
同省が電力会社の翌年度の出力制御の見通しをまとめたのは初めて。	<政府活動>,<日本>,<その他>
一方、当初は同公園への移転を予定していた清水区の新庁舎計画は見通せないままだ。	
資源エネルギー庁は15日、レギュラーガソリンの店頭価格が1リットル165.9円となり、5週連続で値下がりしたと発表した。	<政府活動>,<日本>,<指数・統計>
中国政府は2022年2月に開幕する北京冬季五輪・パラリンピックに向け、北京市など北部で大気汚染対策を強化する。	<政府活動>,<中国>,<法整備・規制>
地方も同調し、河北省唐山市政府は期間中、大気汚染につながる物質の排出量を4割以上減らす。	
日産と現地の労働組合、スペイン政府などが共同声明で明らかにした。	<政府活動>,<スペイン>,<その他>
政府は利用者の乗り換えを妨げるとして、各社に改善を求めていた。	<政府活動>,<日本>,<法整備・規制>
韓国政府は外務省内に経済安全保障の専門部署を新設する計画だ。	<政府活動>,<韓国>,<その他>
農林水産省が14日に発表した食品価格動向調査によると12月6日の週の野菜小売価格は、調査対象の8品目のうちハクサイやキャベツ、レタスなど6品目が前週比で値下がりした。	<政府活動>,<日本>,<指数・統計>
水産庁は14日、クロマグロ沿岸漁業の北海道の2022年漁獲枠について、大型魚は前年比10%増の319.6トンに決めた。	<政府活動>,<日本>,<法整備・規制>
再開発資金はJR北海道が融資で調達し、利払いは政府が鉄道建設・運輸施設整備支援機構を通して負担する方向で検討している。	<政府活動>,<日本>,<補助金・交付金>
国際医療福祉大学の和田耕治教授は、オミクロン型の重症化リスクが重要だとみており、それが判明した場合にどのように感染対策などを修正するのか、政府は事前に決めておくべきだと指摘する。	
米アマゾン・ドット・コムなどIT各社も影響の可能性を発表しており、政府も欠陥の修正などの対応を求めている。	<政府活動>,<米国>,<法整備・規制>
経済産業省は燃やしても二酸化炭素を排出しない水素やアンモニアを燃料とする火力発電所の新設を支援する。	<政府活動>,<日本>,<補助金・交付金>
厚生労働省は13日、新型コロナウイルスワクチンの3回目の職場接種に参加する企業や大学の募集を始めた。	<政府活動>,<日本>,<補助金・交付金>
滑走路を新設するには政府が中部空港の基本計画を変更する必要がある。	
滑走路を新設するには政府が中部国際空港の基本計画を変更する必要がある。	
日本政府が巨額の補助金を用意してまで誘致したTSMCの新工場を将来にどうつなげるか。	<企業活動背景>,<日本>,<補助金・交付金>
唐突かもしれないが、そんな問題提起をしたのは、ほかならぬ経済産業省だ。	
中国政府が自国のテック企業への締め付けを強めており、SVFの主要出資先である中国企業は価値が低下している。	<企業活動背景>,<中国>,<目標・計画・指針>
企業にとり感染症薬の事業リスクは高く、危機感を強めた政府もようやく重い腰を上げ始めた。	<政府活動>,<日本>,<その他>
政府系企業などが関与する投資ファンドの連合に決まった。	
継承先は10月に7陣営に絞られたが、中国インターネット通販最大手のアリババ集団などは敗れ、政府が関与する格好で再建が進むことになった。	
九州南部を中心に県独自の観光振興策が寄与しているとみられ、政府の観光需要喚起策「Go To、トラベル」が実施されていた前年同月を上回る高水準が続いている。	
電気自動車の購入に対する政府の補助金がテコとなり、販売が伸びた。	
中国政府はスマートフォンで使う合計106のアプリが個人情報保護法などに違反していると発表した。	<政府活動>,<中国>,<その他>
ネット企業などを所轄する工業情報化省が通知を出した。	<政府活動>,<日本>,<その他>
ノココタウンは広さ2.4ヘクタール、住宅は3000万円台後半が中心で、全棟に太陽光発電システムを搭載して断熱性も高めるなどの省エネ性能が特徴。	
国内では新型コロナウイルス禍に対応した政府の補助金も受注額の増加を後押ししている。	<企業活動背景>,<日本>,<その他>
大日本住友製薬は9日、主力の抗精神病薬「ラツーダ」の特許の一部について、米国特許商標庁が特許性がないとする決定を出したと発表した。	<政府活動>,<米国>,<その他>
健康や環境への意識が高い若い世代が域内で増えていることが追い風で、政府や投資マネーも成長を後押しする。	<企業活動背景>,<日本>,<その他>
政府が11月に「県民割」の国庫補助対象を隣県に広げると発表したことに対応した。	<企業活動背景>,<日本>,<目標・計画・指針>
政府・与党が住宅ローンの金利負担を軽減する「住宅ローン減税」の見直しを進める中、住宅関連事業の先行きに警戒感が広がった。	<企業活動背景>,<日本>,<その他>
RE100は環境関連の国際的な非政府組織が運営している。	
農林水産省は8日、2021年産の主食用米収穫量は700万7000トンでほぼ固まったと発表した。	<政府活動>,<日本>,<指数・統計>
財務省は8日、政府が保有する東京地下鉄の株式を一部売却すると発表した。	<政府活動>,<日本>,<補助金・交付金>
メトロ株は2020年度末時点で政府が53.4%、東京都が46.6%保有している。	
2回目との間隔について、政府の方針は8カ月か6カ月かで二転三転した。	<企業活動背景>,<日本>,<その他>
新型コロナウイルス禍で事業の効率改善を急ぐなか、業務のデジタル化や車内放送の一部省略が進み対応できると判断した。	
農林水産省が7日に発表した食品価格動向調査によると11月29日の週の野菜小売価格は、調査対象の8品目のうちタマネギとトマトが前週比で値上がりした。	<政府活動>,<日本>,<指数・統計>
経済産業省は発電能力があるのに活用しきれていない太陽光や風力発電を減らす対策を強化する。	<政府活動>,<日本>,<法整備・規制>
米エネルギー省のターク副長官は6日、ヒューストンで開催された世界石油会議で、「石油・ガスの国内企業のリーダーシップが必要とされている。国内総生産は成長し、石油・ガス業界の利益水準は回復しているのに、生産が回復していない」などと述べ、石油会社に生産量を増やすように促した。	<政府活動>,<日本>,<指数・統計>
政府は新型コロナウイルスのワクチンの2回目接種を終えた人に対し3回目の接種を始めた。	<政府活動>,<日本>,<その他>
欧州連合の医薬品規制当局である欧州医薬品庁は6日、新型コロナウイルスの重症患者向けにスイスの製薬大手ロシュの関節リウマチ薬「ロアクテムラ」を治療薬として使用できるよう勧告した。	<政府活動>,<欧州>,<法整備・規制>
政府が経済安全保障の法整備を2段階に分けて進めることが分かった。	<政府活動>,<日本>,<法整備・規制>,<検討>
外国人の入国は政府が11月30日から原則停止している。	<政府活動>,<日本>,<法整備・規制>,<廃止>
厚生労働省も変異型の疑いを調べてゲノム解析につなげる「スクリーニング検査」を再開するよう自治体に要請した。	<政府活動>,<日本>,<法整備・規制>
それがオミクロンの出現で「多くの政府がパニックに陥った」ことで、航空業界の回復が遅れることを懸念する。	
デジタルを活用した大学や高専の教育高度化を支援する文部科学省の事業の採択を受け、21年10月にデータ解析ができる仕組みを整えた。	
政府は1日から1日あたり入国者数の上限を3500人に減らしており、各社はこの範囲内で新規の予約を再び受け付ける見通し。	<企業活動背景>,<日本>,<目標・計画・指針>
外国人については11月30日に政府が全世界からの入国を原則停止している。	<政府活動>,<日本>,<法整備・規制>,<廃止>
政府は日本に到着するすべての国際線の新規予約を一律停止するよう要請したが、2日に撤回した。	<企業活動背景>,<日本>,<法整備・規制>,<廃止>
国土交通省が1日までに出していた新規予約の一律受け付けの停止要請を見直し、邦人の帰国需要に配慮するよう2日午前に通知したことを受けた。	<企業活動背景>,<日本>,<法整備・規制>,<検討>,<改正>
原油価格の高騰が続く中、石油元売り各社や政府がガソリン価格の動向に神経をとがらせている。	
約90億円を投じ、経済産業省からの補助金も活用する。	
国税庁は4月、輸出用に限り日本酒の製造要件を緩和し、同社は5月に全国で初めて製造免許を取得していた。	<企業活動背景>,<日本>,<法整備・規制>
国土交通省は新型コロナウイルスの新たな変異型「オミクロン型」の水際対策として、日本に到着する全ての国際線の新規予約を12月末まで停止するよう国内外の航空会社に要請した。	<政府活動>,<日本>,<法整備・規制>,<廃止>
政府は1日、オミクロン型の国内2例目の感染を確認したとも発表。	<政府活動>,<日本>,<その他>
資源エネルギー庁は1日、レギュラーガソリンの店頭価格が前週に比べ0.1円安い1リットル168.6円だったと発表した。	<政府活動>,<日本>,<指数・統計>
国土交通省は新型コロナウイルス「オミクロン型」に対する水際対策を強めるため、日本に到着するすべての国際線について新規予約を停止するよう国内外の航空会社に要請した。	<政府活動>,<日本>,<法整備・規制>,<廃止>
国交省は「オミクロン型の実態が分かるまで感染拡大を食い止めるための緊急避難的な予防措置」だとしている。	<政府活動>,<日本>,<目標・計画・指針>
公表した「ダスグプタ・レビュー」は英財務省がケンブリッジ大学名誉教授に依頼し、経済活動と自然の関わりを分析したものだ。	
英財務省が公表した報告書「ダスグプタ・レビュー」について、和訳を監修した和田喜彦・同志社大学教授はこんな見方を示す。	<企業活動背景>,<英国>,<目標・計画・指針>
東京工業大学のファム・ナム・ハイ准教授と米カリフォルニア大学ロサンゼルス校などは、電子が持つ磁石の性質を利用したMRAMの省電力技術を開発した。	
茨城では多発する災害への対応に加え、高齢化が進む建設業の省力化も課題だ。	
英国の競争・市場庁は30日、米メタに対し、2020年に買収したGIF画像共有サービス大手の米ジフィーを売却するよう命じた。	<政府活動>,<英国>,<法整備・規制>
総務省はターゲティング広告など利用者のデータ提供に関するルール整備に乗り出す。	<政府活動>,<日本>,<その他>
香港政府がまとめた2021年版の「境外企業調査」によると、6月時点で香港に地域統括本部を置く米国企業は254社と、18年ぶりの低い水準に落ち込んだ。	<政府活動>,<香港>,<指数・統計>
上場企業を対象にした政府の調査で、サプライチェーン上の人権侵害リスクを把握する「人権デューデリジェンス」に取り組んでいる企業が52%だったことがわかった。	<政府活動>,<日本>,<指数・統計>
政府は調査結果を踏まえて今後の政策対応を検討する方針だ。	<政府活動>,<日本>,<法整備・規制>,<検討>
政府はアリババを筆頭にネット大手に対する統制の手を緩める気配はない。	
金子恭之総務相や萩生田光一経済産業相らがビデオメッセージを寄せたほか、企業や大学、政府の関係者らが出席し、デジタル変革やサイバー防衛策などを議論した。	<政府活動>,<日本>,<国際会議・会合・会談>
日本政府は26日、南アフリカといった6カ国からの入国者について、10日間の待機を求める措置を発表した。	<政府活動>,<日本>,<法整備・規制>,<施行>
官公庁工事が前月に引き続き落ち込んだが、民間では輸送用機械など製造業が大幅に伸びた。	
子ども関連の政策を議論する政府の有識者会議は29日、岸田文雄首相に報告書を提出した。	<政府活動>,<日本>,<法整備・規制>,<施行>
政府は報告書を踏まえ、年末までに子ども政策を一元的に担う「子ども庁」に関する基本方針をまとめる。	<政府活動>,<日本>,<目標・計画・指針>
日本政府は160万人分の供給契約を結び、ワクチンに続く対策の切り札と期待する。	<政府活動>,<日本>,<その他>
太陽光発電で再生可能エネルギーを底上げする日本政府の戦略にも影響が出かねない。	
水産庁はこのほど「水産物・水産加工品の適正取引推進ガイドライン」を公表した。	<政府活動>,<日本>,<目標・計画・指針>
総務省の調査は行政の現場に多数ある定型作業を効率化するAI導入を調べたもの。	<政府活動>,<日本>,<その他>
石油連盟の杉森務会長は定例記者会見で、政府が石油元売り会社などに補助金を支給する措置について「石油業界として政府と連携していきたい」との認識を示した。	<企業活動背景>,<日本>,<その他>
政府は小売価格の全国平均が1リットルあたり170円を超えた場合に石油元売りなどに補助金を出す。	<政府活動>,<日本>,<補助金・交付金>
資源エネルギー庁は25日、レギュラーガソリンの店頭価格が前週に比べ0.2円安い1リットル168.7円だったと発表した。	<政府活動>,<日本>,<指数・統計>
9月末に緊急事態宣言などが解除されたことで、政府の外食需要喚起策「Go To、イート」があった前年同月の水準までほぼ戻った。	
資源エネルギー庁は25日、レギュラーガソリンの店頭価格が1リットル168.7円だったと発表した。	<政府活動>,<日本>,<指数・統計>
特許庁がまとめた報告書を参考に、世界の技術開発動向などを探った。	<企業活動背景>,<日本>,<法整備・規制>
スペイン政府は20年以上も前から気候変動対策を優先課題と考え、再生可能エネルギーへの転換に取りかかった。	<政府活動>,<スペイン>,<その他>
中国国営中央テレビ系のネットメディア、央視新聞などによると、工業情報化省はテンセントが新たに公開するアプリや既存アプリの機能更新に関して技術検査を実施する。	<政府活動>,<日本>,<その他>
強権的な政府が反体制派などを抑圧するためのツールを提供している同社を「危険な存在」と非難し、裁判所にアップルのソフトウエアや端末などの使用を禁じる命令を出すよう求めている。	<政府活動>,<日本>,<法整備・規制>
インド政府が老朽化した車両の買い替えを促す「廃車政策」の導入を予定するなか、マルチ・スズキの販売網なども生かして中古車を仕入れ、素材の再利用につなげる。	<企業活動背景>,<インド>,<目標・計画・指針>
「本当にもったいないプロジェクトだった。鈴木さんが意図し、実現にこぎつけた新しい通信サービスは、将来の通信状況の変化を予見した素晴らしい発想で、技術も伴っていた。にもかかわらず、理解をしていたはずの大企業も政府も、実質的には見捨てた」	
西九州新幹線の新鳥栖-武雄温泉間の整備方式を巡り、佐賀県と国土交通省は22日、5回目の「幅広い協議」を県庁で開いた。	<政府活動>,<日本>,<国際会議・会合・会談>
従来のJR佐賀駅経由に加え、佐賀空港経由、佐賀市北部沿いの計3ルートをフル規格で整備した場合の利点と課題を国交省がそれぞれ説明した。	<政府活動>,<日本>,<目標・計画・指針>
経済効果などから、政府与党が推す佐賀駅経由ルートが「ベストな選択肢」とした。	<企業活動背景>,<日本>,<その他>
「使い勝手が悪い」との指摘もあり、消費者庁が見直しに向けた提言を策定。	<政府活動>,<日本>,<法整備・規制>,<検討>
経済産業省所管の石油天然ガス・金属鉱物資源機構とカナダ・アルバータ州は、脱炭素に向けて環境負荷の低い燃料に関する共通基準や二酸化炭素排出量の計測ルールをつくる。	<政府活動>,<カナダ>,<その他>
米政府は18日、今冬の家庭の暖房費を支援するため、45億ドルを追加で拠出すると表明した。	<政府活動>,<米国>,<補助金・交付金>
配達員の給与などの待遇改善を政府が求めていることが影響したとみられる。	
17日に欧州連合で新薬承認を判断する欧州医薬品庁の評価委員会が承認に否定的な見解を示した。	<政府活動>,<欧州>,<法整備・規制>,<検討>,<施行>
2022年5月の大統領選を控え、フィリピン政府がインターネット通販大手に警戒の目を向けている。	<政府活動>,<フィリピン>,<目標・計画・指針>
エーザイと米バイオジェンは17日、共同開発したアルツハイマー病新薬「アデュヘルム」について、欧州連合での新薬認可を判断する欧州医薬品庁の評価委員会から販売承認に否定的な見解を受領したと発表した。	<政府活動>,<米国>,<法整備・規制>
資源エネルギー庁は17日、レギュラーガソリンの店頭価格が1リットル168.9円だったと発表した。	<政府活動>,<日本>,<指数・統計>
資源エネルギー庁が17日発表した北海道内の灯油配達価格は1缶2031円と、2008年10月以来13年ぶりに2000円を超えた。	<政府活動>,<日本>,<指数・統計>
政府は原油高を受けてガソリン価格を抑える新たな対策を導入すると発表した。	<政府活動>,<日本>,<法整備・規制>,<施行>
英政府は16日、米半導体大手エヌビディアによる英半導体設計大手アームの買収について追加調査をすると発表した。	<政府活動>,<英国>,<その他>
400億ドルの大型買収が英国の競争環境や安全保障に与える影響について、競争・市場庁が本格的に調べる。	<政府活動>,<日本>,<その他>
農林水産省が16日発表した食品価格動向調査によると、11月8日の週の野菜小売価格は、調査対象の8品目のうちバレイショやタマネギなど5品目が前週比で値上がりした。	<政府活動>,<日本>,<指数・統計>
農林水産省が16日発表した2021年産米の10月のJAグループなどとコメ卸業者との相対取引価格は、1俵あたりの全銘柄平均で1万3120円と、前年同月に比べ13%下がった。	<政府活動>,<日本>,<指数・統計>
政府はガソリンなどの価格高騰を抑える新たな対策を導入する。	<政府活動>,<日本>,<法整備・規制>,<施行>
現行品の4世代先にあたり演算能力や省エネ性能が大幅に高まる。	
政府は6月、一定の条件を満たした電気をふるさと納税の返礼品として取り扱うことを認めた。	<政府活動>,<日本>,<法整備・規制>
格付投資情報センターは12日、高島屋の環境に配慮した事業を資金使途とする環境債の枠組みについて、国際資本市場協会や環境省が定める指針への適合を確認したと発表した。	
東京ディズニーリゾートを運営するオリエンタルランドは12日、新型コロナウイルスワクチン接種者などの行動制限を緩和する政府の「ワクチン・検査パッケージ」の技術実証を22~28日の一部の入園者を対象に実施すると発表した。	
返済が済んだことで政府は取得した株式を売却することになる。	<政府活動>,<日本>,<補助金・交付金>
環境省は妙高戸隠連山国立公園の利用拠点となる誘客施設「妙高高原ビジターセンター」の一部を先行開放した。	<政府活動>,<日本>,<その他>
政府は電動車関連の産業集積を目指しており、電気自動車をアピールするメーカーが目立った。	<企業活動背景>,<日本>,<目標・計画・指針>
政府は米製薬大手メルクが開発中の飲み薬「モルヌピラビル」について160万人分の購入を決めた。	<政府活動>,<日本>,<目標・計画・指針>
政府のネット企業への統制もあり、セールの風景も昨年までとは変化がみられる。	
米司法省は10日、障害者の利用者を差別したとしてライドシェア大手の米ウーバーテクノロジーズを提訴した。	<政府活動>,<米国>,<法整備・規制>
農林水産省は10日、日本産のメロンの米国向け輸出が可能になったと発表した。	<政府活動>,<米国>,<その他>
今回は立地自治体3首長や原子力規制庁など当局、東電の小早川智明社長も参加した。	<政府活動>,<日本>,<国際会議・会合・会談>
原料となる輸入小麦の政府売り渡し価格が引き上げられたことに加え、物流費なども上昇しているため。	
厚生労働省は優先的に審査をする見込みだ。	<政府活動>,<日本>,<法整備・規制>,<検討>
資源エネルギー庁は10日、ガソリンの店頭価格が1リットル169円だったと発表した。	<政府活動>,<日本>,<指数・統計>
政府は20年2月、新型コロナの感染拡大を受けて全国の小中高校などに休校の要請を出した。	<政府活動>,<日本>,<その他>
政府が8日に始めた新型コロナウイルスの水際対策の緩和を巡り、申請の手続きの煩雑さが利用の壁になっている。	<企業活動背景>,<日本>,<その他>
申請書や活動計画書など6つの書類が必要で、各業界を所管する省庁が事前審査する仕組みになっており、時間がかかる懸念が出ている。	
総務省は法令上の「重大な事故」に該当すると判断しており、ドコモは同日午前に原因や再発防止策をまとめた報告書を同省に提出した。	<政府活動>,<日本>,<法整備・規制>,<検討>,<施行>
農林水産省が9日発表した食品価格動向調査によると、11月1日の週の野菜小売価格は、レタスやキャベツなどが前週比で値上がりした。	<政府活動>,<日本>,<指数・統計>
